Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/model:predict,194777,28,10000.0,12451.2486225199,1.3224949980212841,291434.21945999947,28.995831129958876,625.0553602708104,0.0898542953612731,10000,13000,15000,16000,19000,22000,46000,75000,165000,270000,291000
,Aggregated,194777,28,10000.0,12451.2486225199,1.3224949980212841,291434.21945999947,28.995831129958876,625.0553602708104,0.0898542953612731,10000,13000,15000,16000,19000,22000,46000,75000,165000,270000,291000
