Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1715525755,45000,,Aggregated,467.200000,0.000000,4200,5700,6500,6900,8000,14000,33000,44000,79000,104000,104000,55418,0,4200.0,5810.0855519582765,1.162126998679014,103698.9194279995,29.0
1715525756,45500,,Aggregated,489.200000,0.000000,4300,5700,6500,7000,8000,15000,35000,45000,79000,104000,104000,56028,0,4300.0,5887.838277376328,1.162126998679014,103698.9194279995,29.0
1715525757,46000,,Aggregated,455.100000,0.000000,4300,5800,6500,7000,8000,13000,34000,45000,83000,107000,107000,57733,0,4300.0,5914.438910067087,1.162126998679014,107343.20534200015,29.0
1715525761,46500,,Aggregated,617.100000,0.000000,4300,5800,6500,7100,8000,13000,34000,45000,83000,107000,107000,57757,0,4300.0,5915.534078679486,1.162126998679014,107343.20534200015,29.0
1715525762,46500,,Aggregated,617.100000,0.000000,4400,5800,6600,7100,8100,15000,36000,45000,83000,107000,107000,58248,0,4400.0,6006.891442619572,1.162126998679014,107343.20534200015,29.0
1715525763,46500,,Aggregated,446.600000,0.000000,4400,5900,6600,7200,8200,16000,39000,47000,83000,107000,113000,58568,0,4400.0,6104.902121312508,1.162126998679014,113038.23396000007,29.0
1715525764,47000,,Aggregated,446.600000,0.000000,4400,5900,6700,7200,8200,16000,39000,47000,83000,107000,113000,58929,0,4400.0,6118.779858483634,1.162126998679014,113038.23396000007,29.0
1715525765,47500,,Aggregated,497.600000,0.000000,4400,5900,6700,7200,8300,15000,39000,47000,83000,107000,113000,59094,0,4400.0,6129.018638614956,1.162126998679014,113038.23396000007,29.0
1715525766,48000,,Aggregated,512.000000,0.000000,4600,6000,6900,7500,9000,16000,40000,48000,91000,116000,116000,60612,0,4600.0,6315.502076685914,1.162126998679014,116061.31036899933,29.0
1715525767,48500,,Aggregated,389.800000,0.000000,4700,6100,6900,7500,9000,16000,40000,48000,91000,116000,116000,61122,0,4700.0,6324.051717225076,1.162126998679014,116061.31036899933,29.0
1715525768,49000,,Aggregated,489.900000,0.000000,4800,6400,6900,7400,9000,16000,41000,49000,91000,116000,116000,63102,0,4800.0,6423.979564738753,1.162126998679014,116061.31036899933,29.0
1715525769,49500,,Aggregated,475.600000,0.000000,4800,6400,6900,7400,9000,16000,43000,50000,94000,119000,119000,63511,0,4800.0,6502.971149968255,1.162126998679014,119210.79213700068,29.0
1715525773,50000,,Aggregated,388.500000,0.000000,4800,6400,6900,7400,9000,16000,43000,50000,94000,119000,119000,63530,0,4800.0,6502.961379577723,1.162126998679014,119210.79213700068,29.0
1715525774,50500,,Aggregated,534.100000,0.000000,4900,6400,7000,7500,9200,16000,43000,50000,94000,119000,119000,64029,0,4900.0,6529.320636116552,1.162126998679014,119210.79213700068,29.0
1715525775,51000,,Aggregated,502.300000,0.000000,4900,6400,7000,7500,9300,17000,44000,51000,94000,119000,119000,64463,0,4900.0,6621.381465460579,1.162126998679014,119210.79213700068,29.0
1715525776,51500,,Aggregated,480.700000,0.000000,4900,6400,7000,7500,9300,17000,45000,51000,100000,126000,126000,64474,0,4900.0,6641.776806067583,1.162126998679014,126177.509182,29.0
1715525777,52000,,Aggregated,552.900000,0.000000,4900,6400,7000,7500,9300,17000,45000,51000,100000,126000,126000,64698,0,4900.0,6654.751927225836,1.162126998679014,126177.509182,29.0
1715525778,52500,,Aggregated,414.600000,0.000000,5000,6500,7100,7700,9500,17000,44000,51000,94000,126000,126000,65384,0,5000.0,6702.351907047495,1.162126998679014,126177.509182,29.0
1715525779,53000,,Aggregated,384.800000,0.000000,5100,6500,7300,7900,9800,17000,45000,52000,94000,126000,126000,66860,0,5100.0,6880.879762194873,1.162126998679014,126177.509182,29.0
1715525780,53500,,Aggregated,310.800000,0.000000,5100,6500,7300,7900,9900,18000,45000,52000,94000,126000,126000,67043,0,5100.0,6911.57891724012,1.162126998679014,126177.509182,29.0
1715525781,54000,,Aggregated,349.500000,0.000000,5200,6600,7500,8000,10000,17000,45000,52000,100000,131000,131000,68188,0,5200.0,7009.524014539441,1.162126998679014,130610.51814100028,29.0
1715525782,54500,,Aggregated,346.200000,0.000000,5400,6700,7600,8200,11000,17000,45000,52000,100000,131000,131000,69696,0,5400.0,7114.249156372657,1.162126998679014,130610.51814100028,29.0
1715525786,55000,,Aggregated,613.600000,0.000000,5400,6800,7600,8200,11000,18000,47000,52000,100000,131000,131000,69874,0,5400.0,7159.545132088157,1.162126998679014,130610.51814100028,29.0
1715525787,55500,,Aggregated,541.400000,0.000000,5400,6800,7600,8200,11000,18000,47000,53000,100000,131000,131000,70086,0,5400.0,7202.375144157603,1.162126998679014,130610.51814100028,29.0
1715525788,56000,,Aggregated,540.900000,0.000000,5400,6800,7700,8300,11000,18000,47000,53000,104000,138000,138000,70390,0,5400.0,7243.325252933734,1.162126998679014,138288.61114199937,29.0
1715525789,56500,,Aggregated,524.200000,0.000000,5500,6800,7700,8400,11000,18000,48000,54000,104000,138000,138000,70808,0,5500.0,7308.908141679593,1.162126998679014,138288.61114199937,29.0
1715525790,57000,,Aggregated,536.000000,0.000000,5500,6800,7800,8400,11000,18000,48000,54000,104000,138000,138000,71080,0,5500.0,7322.316301304844,1.162126998679014,138288.61114199937,29.0
1715525791,57500,,Aggregated,377.900000,0.000000,5500,6800,7800,8400,11000,18000,48000,54000,104000,138000,138000,71193,0,5500.0,7329.46978774976,1.162126998679014,138288.61114199937,29.0
1715525793,58000,,Aggregated,372.100000,0.000000,5600,6900,8000,9100,12000,20000,49000,55000,104000,138000,138000,73008,0,5600.0,7538.620816824312,1.162126998679014,138288.61114199937,29.0
1715525794,58500,,Aggregated,372.100000,0.000000,5700,7000,8000,9200,12000,18000,49000,55000,104000,138000,138000,73559,0,5700.0,7570.604558192902,1.162126998679014,138288.61114199937,29.0
1715525795,59000,,Aggregated,159.100000,0.000000,5700,7100,8200,9400,12000,18000,49000,55000,104000,138000,138000,74548,0,5700.0,7645.1387139932185,1.162126998679014,138288.61114199937,29.0
1715525796,59500,,Aggregated,368.700000,0.000000,5800,7200,8400,9600,12000,18000,49000,55000,104000,138000,138000,75819,0,5800.0,7746.165158923386,1.162126998679014,138288.61114199937,29.0
1715525797,60000,,Aggregated,368.700000,0.000000,5800,7300,8500,9600,12000,20000,50000,55000,104000,138000,147000,76335,0,5800.0,7856.934101463056,1.162126998679014,146506.63239300047,29.0
1715525798,60500,,Aggregated,573.700000,0.000000,5800,7300,8500,9600,12000,20000,50000,55000,104000,138000,147000,76448,0,5800.0,7858.232471936903,1.162126998679014,146506.63239300047,29.0
1715525802,61000,,Aggregated,573.700000,0.000000,5800,7300,8500,9600,12000,20000,50000,55000,104000,138000,147000,76448,0,5800.0,7858.232471936903,1.162126998679014,146506.63239300047,29.0
1715525803,61000,,Aggregated,564.000000,0.000000,5800,7400,8600,9700,12000,20000,51000,55000,104000,138000,147000,76996,0,5800.0,7918.909300639859,1.162126998679014,146506.63239300047,29.0
1715525804,61000,,Aggregated,536.800000,0.000000,5900,7400,8800,9800,12000,20000,51000,56000,104000,138000,147000,77516,0,5900.0,7989.317498861559,1.162126998679014,146506.63239300047,29.0
1715525805,61000,,Aggregated,400.500000,0.000000,5900,7400,8900,9900,12000,21000,52000,60000,107000,154000,154000,77750,0,5900.0,8105.152056523486,1.162126998679014,154468.99650399975,29.0
1715525806,61000,,Aggregated,395.700000,0.000000,5900,7400,8900,9900,12000,21000,52000,60000,107000,154000,154000,77898,0,5900.0,8143.2553311485,1.162126998679014,154468.99650399975,29.0
1715525807,61500,,Aggregated,313.500000,0.000000,6000,7600,9300,11000,12000,21000,52000,60000,107000,154000,154000,79615,0,6000.0,8281.20043682343,1.162126998679014,154468.99650399975,29.0
1715525808,62000,,Aggregated,227.400000,0.000000,6200,7900,9600,11000,12000,21000,52000,60000,107000,158000,158000,81488,0,6200.0,8397.949155714985,1.162126998679014,157975.90476100048,29.0
1715525809,62500,,Aggregated,195.700000,0.000000,6200,7900,9700,11000,12000,21000,52000,60000,107000,158000,158000,81617,0,6200.0,8420.434641350732,1.162126998679014,157975.90476100048,29.0
